UnitShop,bld-custom-2,Custom Buildings 2

CustomBuilding,trnql01,Ceiling Rays,YARP/Buildings/TranquilBuildings/Ceiling Rays.mdx
CustomBuilding,trnql02,Single Door 1,YARP/Buildings/TranquilBuildings/Door 1.mdx
CustomBuilding,trnql05,Single Door 2,YARP/Buildings/TranquilBuildings/Door Small.mdx
CustomBuilding,trnql03,Double Door 1,YARP/Buildings/TranquilBuildings/Door 4.mdx
CustomBuilding,trnql04,Double Door 2,YARP/Buildings/TranquilBuildings/Door Big.mdx
CustomBuilding,trnql06,Drawbridge,YARP/Buildings/TranquilBuildings/Drawbridge 3.mdx
CustomBuilding,trnql07,Porticulus,YARP/Buildings/TranquilBuildings/Porticulis Gate 1.mdx
CustomBuilding,trnql08,Blue Royal Stairs,YARP/Buildings/TranquilBuildings/Royal Stairs 1.mdx
CustomBuilding,trnql09,Green Royal Stairs,YARP/Buildings/TranquilBuildings/Royal Stairs 4.mdx
CustomBuilding,trnql11,Red Royal Stairs,YARP/Buildings/TranquilBuildings/Royal Stairs.mdx
CustomBuilding,trnql10,Royal Stairs,YARP/Buildings/TranquilBuildings/Royal Stairs Less.mdx
CustomBuilder,trnqlcast1,Tranquil's Castle Components
CustomBuilding,trnql12,Tower,YARP/Buildings/TranquilBuildings/Tower Animated.mdx
CustomBuilding,trnql13,Wall,YARP/Buildings/TranquilBuildings/Wall Animated.mdx
CustomBuilding,trnql14,White Banner,YARP/Buildings/TranquilBuildings/Wall Banner Single White.mdx
CustomBuilding,trnql15,Blue Banner,YARP/Buildings/TranquilBuildings/Wall Banner.mdx
CustomBuilding,trnql16,Pillar,YARP/Buildings/TranquilBuildings/Wall Contrafforte.mdx
CustomBuilding,trnql17,Big Wall Doorway,YARP/Buildings/TranquilBuildings/Wall Door Big.mdx
CustomBuilding,trnql18,Wall Grate,YARP/Buildings/TranquilBuildings/Wall Door Grate.mdx
CustomBuilding,trnql19,Small Wall Doorway,YARP/Buildings/TranquilBuildings/Wall Door Small.mdx
CustomBuilding,trnql20,Tall Wall Doorway,YARP/Buildings/TranquilBuildings/Wall Door Tall Passage.mdx
CustomBuilding,trnql21,Long Wall,YARP/Buildings/TranquilBuildings/Wall Long.mdx
CustomBuilding,trnql22,Wall Niche,YARP/Buildings/TranquilBuildings/Wall Niche.mdx
CustomBuilder,trnqlcast2,Tranquil's Castle Components
CustomBuilding,trnql23,Wall Pillar,YARP/Buildings/TranquilBuildings/Wall Pillar.mdx
CustomBuilding,trnql24,Short Wall,YARP/Buildings/TranquilBuildings/Wall Short.mdx
CustomBuilding,trnql25,Wall Torch,YARP/Buildings/TranquilBuildings/Wall Torch.mdx
CustomBuilding,trnql26,Wall Glass Window,YARP/Buildings/TranquilBuildings/Wall Window Glass.mdx
CustomBuilding,trnql27,Wall Grate Window,YARP/Buildings/TranquilBuildings/Wall Window Grate.mdx
CustomBuilding,trnql28,Wall Royal Window,YARP/Buildings/TranquilBuildings/Wall Window Royal Glass.mdx
CustomBuilding,trnql29,Big Window,YARP/Buildings/TranquilBuildings/Window Big 01.mdx
CustomBuilding,trnql30,Mosaic Window,YARP/Buildings/TranquilBuildings/Window King.mdx
CustomBuilding,trnql31,Window Rays,YARP/Buildings/TranquilBuildings/Window Rays 1.mdx
CustomBuilding,trnql32,Fancy Window 1,YARP/Buildings/TranquilBuildings/Window Royal 01.mdx
CustomBuilding,trnql33,Fancy Window 2,YARP/Buildings/TranquilBuildings/Window Royal 02.mdx
CustomBuilder,trnqlcast3,Tranquil's Castle Components
CustomBuilding,trnql34,Fancy Window 3,YARP/Buildings/TranquilBuildings/WindowGlass 02.mdx
CustomBuilding,trnql35,Fancy Window 4,YARP/Buildings/TranquilBuildings/WindowGlass 05.mdx
CustomBuilder,trnqlcast4,Tranquil's Castle Components

Comment,Villa
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNHauntedMine.blp

CustomBuilding,villa1,Villa House 1,YARP/Buildings/VillaHouses/HouseVar01.mdx
CustomBuilding,villa2,Villa House 2,YARP/Buildings/VillaHouses/HouseVar02.mdx
CustomBuilding,villa3,Villa House 3,YARP/Buildings/VillaHouses/HouseVar1Up1.mdx
CustomBuilding,villa4,Villa House 4,YARP/Buildings/VillaHouses/HouseVar1Up2.mdx
CustomBuilding,villa5,Villa House 5,YARP/Buildings/VillaHouses/HouseVar2Up1.mdx
CustomBuilding,villa6,Villa House 6,YARP/Buildings/VillaHouses/HouseVar2Up2.mdx

CustomBuilder,villabld,Villa Buildings

Comment,Water
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNCrushingWave.blp

CustomBuilding,rectwater,Rectangular Water,YARP/Water/WaterPlane.MDX

CustomBuilder,waterbld,Water Stuff

Comment,Animal
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNZergling.blp

CustomUnit,an-panther,Panther,YARP/Units/Animal/BlackPanther/Panther.mdx
CustomUnit,an-nelfcat,Cat,YARP/Units/Animal/BluePanther/NelfDruidCat.mdx
CustomUnit,an-taurcat,Horned Cat,YARP/Units/Animal/HornedLion/TaurenDruidCat.mdx
CustomUnit,an-lynx,Lynx,YARP/Units/Animal/Lynx/EversongLynx.mdx
CustomUnit,an-raven,Raven,YARP/Units/Animal/Raven/Raven.mdx
CustomUnit,an-tiger,Tiger,YARP/Units/Animal/Tiger/Tiger.mdx

SetShopScale,1
SetShopModel,YARP/Units/Animal/BlackPanther/Panther.mdx
UnitShop,c-animals,Animals

Comment,Bloodelf
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNBLoodMage2.blp

CustomUnit,be-agent,Assassin,YARP/Units/Bloodelf/Agent/FarstriderAssasin.mdx
CustomUnit,be-apprentice,Apprentice,YARP/Units/Bloodelf/Apprentice/BEApprentice.mdx
CustomUnit,be-archunt,Arcane Huntress,YARP/Units/Bloodelf/ArcaneHuntress/HeroBEArcaneHuntress.mdx
CustomUnit,be-bladehound,Bladehound,YARP/Units/Bloodelf/Bladehound/HeroBloodelfRogue.mdx
CustomUnit,be-mistress,Bloodmistress,YARP/Units/Bloodelf/BloodMistress/BloodMistressS.mdx
CustomUnit,be-champion,Champion,YARP/Units/Bloodelf/Champion/BloodelfChampion.mdx
CustomUnit,be-conjurer,Conjurer,YARP/Units/Bloodelf/Conjurer/BloodelfMage.mdx
CustomUnit,be-flieutenant,Female Lieutenant,YARP/Units/Bloodelf/FemaleLieutenant/FemaleBELieutenant.mdx
CustomUnit,be-general,General,YARP/Units/Bloodelf/General/BloodMage.mdx
CustomUnit,be-juggernaut,Juggernaut,YARP/Units/Bloodelf/Juggernaut/BloodelvenWarrior.mdx
CustomUnit,be-mystic,Mystic,YARP/Units/Bloodelf/Mystic/BloodelfWizard.mdx
CustomUnit,be-paladin,Paladin,YARP/Units/Bloodelf/Paladin/HeroBloodelvenPaladin.mdx

SetShopModel,YARP/Units/Bloodelf/Agent/FarstriderAssasin.mdx
UnitShop,c-bloodelf1,Bloodelves

CustomUnit,be-pharcher,Phoenix Archer,YARP/Units/Bloodelf/PhoenixArcher/BloodelfPhoenixArcher.mdx
CustomUnit,be-phcrusader,Phoenix Crusader,YARP/Units/Bloodelf/PhoenixCrusader/BloodelfPhoenixCrusader.mdx
CustomUnit,be-phguard,Phoenix Guard,YARP/Units/Bloodelf/PhoenixGuard/BloodelfPhoenixGuard.mdx
CustomUnit,be-priestess,Priestess,YARP/Units/Bloodelf/Priestess/BloodElfPriestess.mdx
CustomUnit,be-prince,Prince,YARP/Units/Bloodelf/Prince/Hero_BloodPrince.mdx
CustomUnit,be-royhunt,Royal Huntress,YARP/Units/Bloodelf/RoyalHuntress/HeroBloodelfRanger.mdx

SetShopModel,YARP/Units/Bloodelf/PhoenixGuard/BloodelfPhoenixGuard.mdx
UnitShop,c-bloodelf2,Bloodelves

Comment,Dwarf
SetDefaultIcon,ReplaceableTextures/CommandButtons/BTNHeroMountainKing.blp

CustomUnit,dw-adv,Adventurer,YARP/Units/Dwarf/Adventurer/DwarvenAdventurer.mdx
CustomUnit,dw-archbi,Archbishop,YARP/Units/Dwarf/Archbishop/Hero_ArchBishop.mdx
CustomUnit,dw-archi,Architect,YARP/Units/Dwarf/Architect/Architect.mdx
CustomUnit,dw-bandit,Bandit,YARP/Units/Dwarf/Bandit/Dire_Bandit.mdx
CustomUnit,dw-baronb,Black Baron,YARP/Units/Dwarf/Baron/Black_Baron.mdx
CustomUnit,dw-barond,Dire Baron,YARP/Units/Dwarf/Baron/Dire_Baron.mdx
CustomUnit,dw-baronh,High Baron,YARP/Units/Dwarf/Baron/Hero_Baron.mdx
CustomUnit,dw-baronw,White Baron,YARP/Units/Dwarf/Baron/White_Baron.mdx
